user_id,name,cluster
fQDb8w85G1u_w6hzRM4f5w,Renaissance Orlando at SeaWorld,1
9LdhEdBI8ylRMB6N1TTVrQ,Renaissance Orlando at SeaWorld,1
c_j0dqSgnPFUa3RdMiknaA,Renaissance Orlando at SeaWorld,1
LjsOTS6RDCeIBgh3rD09dg,Renaissance Orlando at SeaWorld,1
G67IKjA2ALNZw8bGf-luvw,Renaissance Orlando at SeaWorld,1
yuzRBihIczwUESE_KRrNBA,Renaissance Orlando at SeaWorld,1
la6EQ0F8Gjf4wArwbIq7BQ,Renaissance Orlando at SeaWorld,1
ciTzQgIjPwqyB57XD99Z4g,Renaissance Orlando at SeaWorld,1
tj-kJ2k1vjTrgXhdzc6dHQ,Renaissance Orlando at SeaWorld,1
WRflpz0Tu2lSVfnd998MNQ,Renaissance Orlando at SeaWorld,0
dThBbSksL4SblRxcUynjsA,Renaissance Orlando at SeaWorld,1
jnz2iQuArdauh8XUnLYk8w,Renaissance Orlando at SeaWorld,1
oWI_xGpBF5a9kqduhsK0dQ,Renaissance Orlando at SeaWorld,1
lX7wLYSN--HKi0nsdh6Nwg,Renaissance Orlando at SeaWorld,1
RJG8DTISijrtbunMnHffWA,Renaissance Orlando at SeaWorld,1
_5keMAmic7zzrnM5mVefBw,Renaissance Orlando at SeaWorld,1
YJ0eisRoko-F7T0P3W7x_w,Renaissance Orlando at SeaWorld,0
W4Nunz5c0nMfbkmG2n8Zzw,Renaissance Orlando at SeaWorld,1
jXE0JckCU6jr3Z_jznNWfA,Renaissance Orlando at SeaWorld,1
nv2Z7oW3PcWDxFwc5b6Eyw,Renaissance Orlando at SeaWorld,1
tiqFIgoFbLPkpy3zBFpKTw,Renaissance Orlando at SeaWorld,0
MmgKPj-riUzb7afRd7_vww,Renaissance Orlando at SeaWorld,1
uCOenqdS34ib_FjCerj6BA,Renaissance Orlando at SeaWorld,1
yeiVmOjJbm8WuJe8hpA5vQ,Renaissance Orlando at SeaWorld,0
-IV0T6598Wn2n_Q85ZzxdA,Renaissance Orlando at SeaWorld,1
G_kp1glqNSMldN-zalF2CQ,Renaissance Orlando at SeaWorld,1
EH9vcNFteFabpmOBQLvMaQ,Renaissance Orlando at SeaWorld,1
xeHVkJdI9LhjQUPIxeOPfw,Renaissance Orlando at SeaWorld,1
SnRw4g_cJSI2igKXcgwz0A,Renaissance Orlando at SeaWorld,1
sy7NemYL6DzNYdU4TK9XAA,Brasserie Ten Ten,0
Kwg-kWY78ZeWF8o9GT0fFg,Brasserie Ten Ten,1
-G02xTUu2CEQxEY2oWFKXA,Brasserie Ten Ten,1
xPKaJUbDxRpc3WfpydYyGw,Brasserie Ten Ten,1
ec5Ax2aNBUDp7g9f4Ed30Q,Brasserie Ten Ten,1
gEHDNNriqYa4G5MXhV7GNA,Brasserie Ten Ten,0
egiI4eGhoUvtqatia5cjpA,Brasserie Ten Ten,0
TS9iFCroJPcljDqkte0dpA,Brasserie Ten Ten,1
dxiHRBzHBVmpAnckUN-XUw,Brasserie Ten Ten,1
Ebc60ECFAqs6-5FcevUewg,Brasserie Ten Ten,1
M1JflPpct73vmphCJzhpYQ,Brasserie Ten Ten,1
rnWRhcaZPhpBdNPX9qbroQ,Brasserie Ten Ten,1
Ufc9Sx1lxDNqyUrlov42hQ,Brasserie Ten Ten,0
NeMHaoBz2b-sWKzCSm1fgQ,Brasserie Ten Ten,1
GA0WXuOWqUXlwBNDHJPKOw,Brasserie Ten Ten,1
NS8YBfo8__JAguCTT5LE8Q,Brasserie Ten Ten,0
ZpkLIzO7jkUFrLyRf2KbMQ,Brasserie Ten Ten,0
YP5OM4nttSM_XFAFhNst5w,Brasserie Ten Ten,1
4WSCJDPVK8GI9fI3-8TCTQ,Brasserie Ten Ten,0
rk1SR-eaZQhl3lufy95WrQ,Brasserie Ten Ten,1
IRo4P4DBG-r263FT7wtxSw,Brasserie Ten Ten,0
6BBgmywq8Qxb6YT3_yYkXA,Brasserie Ten Ten,1
3phA1Ao38rweA2Ao_fY4sQ,Brasserie Ten Ten,1
BQQ2bmfOKwbfSmlEJOvKPw,Brasserie Ten Ten,1
W7Ek8GSInjVw9W3teJ-xng,Brasserie Ten Ten,1
ss05JWBTKObj0j7N8Zrpxg,Brasserie Ten Ten,1
amsiKOX7cKNN7q4Ovp_2bQ,Brasserie Ten Ten,1
M0C9iARSEP3f6SC03hn6nQ,Brasserie Ten Ten,1
JjtQ1txoSd69pSwUPsWxcA,Brasserie Ten Ten,1
G9efsaShyvQvKTAnKbXA-w,Brasserie Ten Ten,1
qsCelQX3-004QMdddf53QQ,Brasserie Ten Ten,1
SlmtW5_j_C5Yac6wPMxOnw,Brasserie Ten Ten,0
p9f6aFUKT__Ya6lzKfW4VA,Brasserie Ten Ten,1
otbu_-MnzC9XsD11g4j5SQ,Brasserie Ten Ten,1
Ssv4eZpIfJ8d9D2Oh8u75g,Brasserie Ten Ten,1
rcU7ysY41qGppbw4pQgjqg,Brasserie Ten Ten,0
x3ah0RNO-H_4owBT8GRNvQ,Brasserie Ten Ten,1
-q-neumhuuQ_6WJK_Qw0gg,Brasserie Ten Ten,1
DkMZIa2Hf7hnrhqI46jnvw,Brasserie Ten Ten,0
y_avw3geZWLPf5xFNB7JHA,Brasserie Ten Ten,1
977EfPA41Kn9wrl-vx4afw,Brasserie Ten Ten,1
lTYzUM4gsL5SVHqOSGZl7A,Brasserie Ten Ten,0
Vq9xef_JUNobWLSJuhfrfA,Brasserie Ten Ten,1
OdB_YgBWonzuLO5-bZ9Wpg,Brasserie Ten Ten,0
GRC4BAkkY9gWw01zxguEDA,Brasserie Ten Ten,1
M4Uzp7TI78Xt0lgn_UAK5g,Brasserie Ten Ten,1
i0eUPSpQCyJG4_L_XpdrWQ,Brasserie Ten Ten,1
tzYpiyafiw87Bbw2nXH_pQ,Brasserie Ten Ten,1
2zC88mp21es1gh85U5Y3cw,Brasserie Ten Ten,1
NA0TArrtPE_ql41DNBYiNg,Brasserie Ten Ten,1
9Qr3RxUSMDcntN-WxN8Gwg,Brasserie Ten Ten,1
826z7eDcBc3Jw95WzJhwlg,Brasserie Ten Ten,1
pl_f-_H_IauoTQpnnhjDzg,Brasserie Ten Ten,0
OQcDEmwWunQhuxVqGfL8jQ,Brasserie Ten Ten,1
iSO8dQ4OWaNXULdzuiHlXg,Brasserie Ten Ten,1
4-Nl5I3lnkbLyR_g3VEpnQ,Brasserie Ten Ten,1
Og8zCzaKrHMg5c49WRXQwg,Brasserie Ten Ten,1
ZTuAch58bZLI6WSHCDSXaw,Brasserie Ten Ten,1
2paVZ3-Zqt_59FeZISc1gQ,Brasserie Ten Ten,1
Ehlin1ekcb41XkUMuJnK2A,Brasserie Ten Ten,1
MZ-VHslAHAgB16Kgk85fhg,Brasserie Ten Ten,1
efNAMFiUxKvnU-S6g07-kw,Brasserie Ten Ten,1
NpVggDu07s2zbrMUXD3y5Q,Brasserie Ten Ten,0
L3zG3UoZIQlw23-xSbmKKA,Brasserie Ten Ten,1
VDDAScOenAhLw9PWlUeNzg,Brasserie Ten Ten,1
WzNH5YDQj4Y274DGsL-iHA,Brasserie Ten Ten,0
EYA360gu6sjGGseb8YUDFA,Brasserie Ten Ten,1
opeXO3krcYELgQcJAUaaPA,Brasserie Ten Ten,1
culwaGTMF07pLjE_iSa5dg,Brasserie Ten Ten,0
4dahahcc-r47JRaQPF1KcQ,Brasserie Ten Ten,1
lhuC3z5j0YUa8-u0Hmd33Q,Brasserie Ten Ten,0
mEezxROr2Bu_PZN9c3d_4g,Brasserie Ten Ten,1
KMRhIkzeB-y0Go8gVDOL4A,Brasserie Ten Ten,1
CanZuKQ114aQJR9acaDcUQ,Brasserie Ten Ten,1
KSn02FEVO3qChIPfiVCxww,Brasserie Ten Ten,1
gc8ngjYYwsgrAC3Y2SFymA,Brasserie Ten Ten,1
VDDAScOenAhLw9PWlUeNzg,Brasserie Ten Ten,0
8rph_A-q3xw-jLl4Q3w4Xg,Brasserie Ten Ten,1
RNm_RWkcd02Li2mKPRe7Eg,The Burren,1
NnGC0kBVpq8rdV7yWnGRkw,The Burren,1
rN35VDaSKEpewqoDWznfGg,The Burren,1
-MQPWNRr3O4PVD2qBul05Q,The Burren,1
x3d-XFuYljNpP9DmR_N8gA,The Burren,1
3Zhka5zH-UpQ_20clclB-A,The Burren,0
AiAIzqK-s9C9DcNbhLlXVg,The Burren,1
pDyQsjOw5JP9U8t2r0i9gQ,The Burren,1
rk73ya6FQe7fL45cHPCfbA,The Burren,1
kxWUjoQSss3yJYyC6exiGQ,The Burren,1
ir689oBNmrJXOspb4yq_Jg,The Burren,1
_UESx6Mcc5mpDNfv3iElPQ,The Burren,1
f4kKnd5r_gCLZhEpJLDS9Q,The Burren,1
CVrcU0_KjY3clEk_3Hrpwg,The Burren,1
Fm11adlJWXo-BgcPmwpUmw,The Burren,1
pRBzWnFzaCEtqhYyJ2ZTDQ,The Burren,1
HwcjEqA1V3bKtb07JKGIKQ,The Burren,1
-79JpP-2xtztpWQv5mNYXQ,The Burren,1
KQyiERInMPwVjNq-KDUaog,The Burren,1
SqSl1uKFrREsDY69lGKSmA,The Burren,1
d3hJX_LRO5bIgeRN_wgwEw,The Burren,1
ng0MkyyCVF0r-K-srP-pzw,The Burren,1
r-8Rjn4-v13gkhVx8IcjUw,The Burren,0
efvxtNv8S4TI8AOPYN5CSg,The Burren,1
dA7smMo-z6VNmgNzyd640Q,The Burren,1
OVfMoSyECwg5gv9g8qOAXQ,The Burren,1
lfOtM4SXyjoIZ507esugpA,The Burren,1
6OpU93by-nsgw_qCFaOFzg,The Burren,1
2tMw-Sms2KcnVRqbHcaukA,The Burren,1
gNkMIcjU_VmZnp7NT-easA,The Burren,0
ujPT9ushUkyOO4_Jy8hOzA,The Burren,0
WZx60bXYwXSLPE6nZRipiQ,The Burren,1
vGqfHXZ8xNXnNWy1FmegwQ,The Burren,1
gdDBPo0egilQJU9O-5RVWg,The Burren,1
lC1j1gXHCiExQ2VEf0sTSA,The Burren,1
vikyvfRREkyvIFg1wtxk1g,The Burren,1
raw2vqUdCfrMN8WbWOESbg,The Burren,1
4qOO8dD09GxCi6qms3pstw,The Burren,1
VBPPMHhOimLveiOhyQJjRw,The Burren,1
ZiobqWdVLk_wsLWfC0URyQ,The Burren,1
Q6ShIokMOODrT9xTQMaXbg,The Burren,1
tJIkm237EnI0VqZVjFr-ng,The Burren,1
jAP85YN9YKcNH-CklLobmg,The Burren,1
TF_x_whM9jY50igXgTphOw,The Burren,1
4RjVugVrTWU2dwCQJ-5dSw,The Burren,1
dT1-KeRDHYV7f13YhJRshQ,The Burren,1
lOOSl9bs1Wu72ucV0AsgrQ,The Burren,0
n4-zVR4jUNEBATb_Jrvo7w,The Burren,1
PZFrRD8EHsd3WLzDOYv64A,The Burren,1
ZH2XsQfceXTYbwX0mHlMgw,The Burren,1
fU8NmlWuUREtrk_xuX-1og,The Burren,1
BgbI97ypNj_XMGusAYZb9g,The Burren,1
5J4cWR293xzyGpR5uz7MBg,The Burren,1
ACHQbmN7OMTY6PFz5Sl4_g,The Burren,1
gGuAM6Cw1VXJGLssm24ehA,The Burren,1
My4qXVsgg8I7_0BPngSJrg,The Burren,1
ws1wpiPrwZ2H6WXtgD6yCg,The Burren,0
eUCqGMA-ndhsutvHQ4n4HA,The Burren,1
HyGuZIfb_jwjXzMCerAJ4g,The Burren,1
AkJ_xMFE-zEynTGWizbCNQ,The Burren,0
e_aJbwdvjU-T2Zc9OAt1Nw,The Burren,1
YFkuMe4t7jpT2K2PJShfjQ,The Burren,0
RsUnASD9hkR6nFn4moqAlA,The Burren,1
_BZvu30iZELkPqnKTp0d1g,The Burren,1
fO41QZxpgLOOUE9n6gkjUQ,The Burren,1
eiwyQD8zyXVCJdt7RqU73g,The Burren,0
WtXIfVl-bC707CTKWTHh8A,The Burren,1
u-DznYiLB9VByDcTuE_9pg,The Burren,1
51e4yON0FH-IT_N09CkBmQ,The Burren,1
eIQLLIikPj4tPDPWhcOltg,The Burren,1
qMecvbj4KHCOWUrIX0a1KA,The Burren,0
GBgrrIKycTBAK_H-nQSfVw,The Burren,1
7MZDr1sNPsXjg3-ckLjbAA,The Burren,1
UqDfwOXTXktqhpJpfzmGZA,The Burren,0
9tgf5Srakfa4xK8WyeUdxA,The Burren,1
dGLwGRINNOfFjI7IzNyIcA,The Burren,1
0QgtLhId6K2EdGzSZ7F0Yw,The Burren,0
kUbR6j3TPY6H9509MYf4Wg,The Burren,1
hF96fTN2FPMnUD0BVI2htw,The Burren,0
nOGStzlJdHgOi5W_uDVklw,The Burren,1
4Q99cbBrM8tNMwB1duFZqw,The Burren,1
O2VB0ZntUdgXB3FmDr6HtQ,The Burren,1
pcpawrqcIjE3v2hpQC8DDQ,The Burren,1
-ilor8mzH7-3L2q24fo_cA,The Burren,1
wc8nwctVJ3dFGrq18-mj0g,The Burren,1
YqD8LpSpwSXi5DRwTCsygw,The Burren,1
ZvbMNMxyTJWY1eLkx49iJA,The Burren,1
0zEWQ8ZERoxKRz27SUVUnw,The Burren,0
QTEhx5o2viQW2CPkiLs5TA,The Burren,1
jDt8Bg2KqtydDq5D_q9OUA,The Burren,0
ukROrqIvKUv86AzJiGYwEQ,The Burren,1
tCqYnhAdQhPO3JAAnc09ig,The Burren,1
StQpXO2sADFDyTwsjsZvUg,The Burren,1
40WiX5Z3ntYO7j8b86n67g,The Burren,1
hS_jCaRUwbJ8mv5Qgx5_og,The Burren,0
QpYlx4G5bx9bJx_PM25Miw,The Burren,1
LsntchtIvYE2ec89J03gmw,The Burren,1
A22bUW4KtNl_NN0d_s_4Sw,The Burren,1
YwSVfPRBuhqVjjTzoMY3Lg,The Burren,1
ir5D06blGiWQkaO_Ht2uFw,The Burren,1
9iwA2tBtbSUm16o5QSsAQQ,The Burren,0
MXRCHJppcg7C9MjXpcD8pg,The Burren,1
xKD6xH0ga9KsMXDIwz2MCw,The Burren,1
Pr2OQJByo3uBj-i5idk7iA,The Burren,1
n6HUSJPJ_poksXNIp8NTkg,The Burren,1
89oYHijDTufMIbk_VqGyGA,The Burren,1
E0rKCurqwmTbZ3M08w-O_A,The Burren,0
FGB2SINFRueVJAfiyZUkjQ,The Burren,1
6mCOlbpy8gHkItfqsYLUfQ,The Burren,1
X1-G1HAbuPrKOPs8eibTmQ,The Burren,1
aMHhJiwKFmKMgOeDbm4rEg,The Burren,1
uiKUX0bFRgGcFcH6ONlDIQ,The Burren,1
rTCMq6R9nGq7RsEPQJlR4w,The Burren,1
8yxRRj4OVWQ3x9uBE769AA,The Burren,1
dB49TXwhppCspAl_Ev6_lA,The Burren,1
gE2ZMP61szct1uEQG4BPlA,The Burren,1
EQdBcX7TmrW7HzTrGySPBA,The Burren,1
Q8c91v7luItVB0cMFF_mRA,Linwood Grill & BBQ Restaurant,1
Yds_fV9S4-XDnKgTI2LPpw,Linwood Grill & BBQ Restaurant,1
5Yw7gPgOAwyvGtPv4--PUg,Linwood Grill & BBQ Restaurant,1
cWLSaEabp-BJq6XmovsZIQ,Linwood Grill & BBQ Restaurant,1
goPXHsccIq7XVwqkkU-Nmw,Linwood Grill & BBQ Restaurant,1
XKvbfNylF6Yq8hpwqaZrhA,Linwood Grill & BBQ Restaurant,1
PwURxSloj7mpRF7HvpZs7w,Orlando Meats,1
WTEAJFp5aK-9DxE_koKPcg,Orlando Meats,1
XMHNBnvmfE9_cwS3GciDTw,Orlando Meats,1
-ijR2KStx_8KxBj_bYYNpA,Orlando Meats,1
ptBRc6my502eVi3PWs50ZQ,Orlando Meats,0
5FEUShAbzlCdq7sNcqKfVQ,Orlando Meats,1
aP3VMrrAYc_hx5oQ3TZqGg,Orlando Meats,1
GAhc1BqpPHaCFf45CJC0Ng,Orlando Meats,1
FvJuNAdoXXzwSs6vbHgj9A,Orlando Meats,1
ZG4bP91emJDnZv4M1tAuGA,Orlando Meats,1
66eutiNwFK-UceyNNYTliQ,Orlando Meats,1
UfAWnv6lEGDVOrWbRQD5LA,Orlando Meats,0
e7Y2HyJjPK90xLwvP6XlLA,Orlando Meats,1
AtsOf0J7yY6dqHbfX2VGIw,Orlando Meats,1
k_hchjNpQMPcAMFHfJqFAA,Orlando Meats,1
TfUroeIJny8QjRkUCCFYPg,Orlando Meats,1
ZfNissHHEHNjnjrUBVMHVg,Orlando Meats,1
ZpkBWvtND1901rHuiCGRMA,Orlando Meats,1
xGuK_RKEsadMShYvuqpkGQ,Orlando Meats,1
I5Gz8B5z0i9CMjYag3vZUg,Sports Authority,1
i2rkg3-AaOmGSs9mfl3mMg,Sports Authority,1
rzH2UoqPtXMQ7RgU3lifqA,Sports Authority,1
B5RcWUztezeNkW-_ujqViQ,Sports Authority,1
l4P65LXNBnJqI7oTXdBvGg,Boston Chowda Co,1
-DNYWNJt16w4PdjTLpuufg,Boston Chowda Co,1
CO3g-IPfVphxMGlY9_OfOw,Boston Chowda Co,1
9iLXmUdZpj1Csw0VHBasEw,Boston Chowda Co,1
HpmoadJRvdHGXvQLNxj1zA,Boston Chowda Co,1
rUtUb4pRjEpjREpJoB4tlg,Boston Chowda Co,1
915QLWZqUBx16aszOUpqYg,Boston Chowda Co,1
K3xpTUT83MJttC0WesGHWg,Boston Chowda Co,1
7dD47S1hX-GjhT4bWkenqQ,Boston Chowda Co,1
7iEBkzPfz3H81hVlVTamEg,Boston Chowda Co,1
lTN9sNcPujdckDLIwAn2Mw,Boston Chowda Co,1
9o4dmJpi6Wxy5qnU3au97A,Boston Chowda Co,1
KbdKmaY60C5xtDN2bfDKNw,Boston Chowda Co,1
VRuhaXdzhj1LX4wkvSjtGw,Boston Chowda Co,1
6qqJMmClbKeTDuAKi6Qghw,Boston Chowda Co,1
eLAYHxHUutiXswy-CfeiUw,Twilight Pizza Bistro,1
RFvZWwXxM3pXx66MFv5EPw,Twilight Pizza Bistro,1
AgH0WgMngV7GrOcz972EHQ,Twilight Pizza Bistro,1
pddg0qyzWB6OGZI3TirAYw,Twilight Pizza Bistro,1
yejaOSQ7mA5ulKpPv3wa0g,Twilight Pizza Bistro,1
sg0MBNmXQrWj12ZkKFJh_A,Twilight Pizza Bistro,1
XtLF39TRUq2EVdcpwhPjmQ,Twilight Pizza Bistro,1
MiCzsEyBZcp9xggzUTXkbw,Twilight Pizza Bistro,1
Le2r7Y_fGtViMTMyIpr19w,Twilight Pizza Bistro,1
q0rnnODKedVg8fPvlYFMXQ,Twilight Pizza Bistro,0
bGusSOIwkwacwo9BgsykqQ,Twilight Pizza Bistro,1
6AcSud3IaXIDlbitvXXqVw,Twilight Pizza Bistro,1
uIWJFHkLNckLgVJ7lQmcxg,Twilight Pizza Bistro,1
lZSVhAMGABB1S-jmrC7JoQ,Twilight Pizza Bistro,1
DB743dnC9VaZ0Q3AzGdZTg,Twilight Pizza Bistro,0
nAsv0defRhP3dicUg8haLA,Twilight Pizza Bistro,1
wOv9tMDvyRdKFWZkNJ_KVg,Twilight Pizza Bistro,1
hnHBqQD_qwx-VpoZnLM4Ng,Twilight Pizza Bistro,0
cBF61PMTH27crD8_UYQY0A,Twilight Pizza Bistro,0
9l9ZtmVQUcJCUc44z75PBQ,Twilight Pizza Bistro,1
Yxeq5iDI2TJ2ej8jZG5ztA,Twilight Pizza Bistro,1
a1JUheTiCSrviwxl2wpwrg,Twilight Pizza Bistro,0
TnHUL9R5qa3hZxQ00BQXLA,Twilight Pizza Bistro,1
ajZ2tl1z-whWc7y7o0iksQ,Twilight Pizza Bistro,1
xcYEGccYI1cfknTSJ7JV2w,Twilight Pizza Bistro,1
rkEzyirSScu_yO6DV7sPEA,Twilight Pizza Bistro,0
gdgXgI51S-lGl0QW9O8hFA,Twilight Pizza Bistro,1
Krv-i4OwPsDXOvEfmCS1Vg,Twilight Pizza Bistro,0
FzS-K8a39k6h_IJAoByiuA,Twilight Pizza Bistro,1
lLp1BvbLUITjrsV8O745Ag,Twilight Pizza Bistro,1
uILum1dsd7Vh-hMT98eigA,Twilight Pizza Bistro,1
iuzFmWde4YqUZRrBCa1imA,Twilight Pizza Bistro,1
7q_hkPQH81z6wAVmRJYG6w,Twilight Pizza Bistro,1
eZU81tU1-Klz7qnKhCbb4g,Twilight Pizza Bistro,1
LUttwfhMyRghxtu6JEfSsg,Twilight Pizza Bistro,1
_Y71NSvZ8Pl4ElAKZKVNDA,Twilight Pizza Bistro,1
5vop8MibqF7yLY0z5zwNlg,Twilight Pizza Bistro,1
AzG9FaPVGDHgaZBMe3z1RA,Twilight Pizza Bistro,1
exsb2uMUs3ayWyOTsb4IdQ,Twilight Pizza Bistro,1
ryz4E6VA_kotZIjs5nZgWA,Twilight Pizza Bistro,1
1uB86fHhZM_DlAgQMtO83A,Twilight Pizza Bistro,1
cA32pUpnSehKThtmeKBXIg,Twilight Pizza Bistro,1
x5QdKzLyg4ceFwX8oUGptg,Twilight Pizza Bistro,0
AGWaCUf3nv7tV03n241f2g,Twilight Pizza Bistro,1
Vf4-x-a4OJwyBm4dkp-M8Q,Twilight Pizza Bistro,1
-cxg_rAR16mBmaRx1hSlHw,Twilight Pizza Bistro,1
syt8L6FL3onV29CMRYSSWw,Twilight Pizza Bistro,1
sITomiR7clEXeWPKQGuSuA,Twilight Pizza Bistro,1
MaT4yyAoyiSuxoU4Fhw2Vw,Twilight Pizza Bistro,1
